Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Source,Rapport_Collecte,Source_enc,Categorie_enc
-0.6214717953599191,-0.7349980701923895,-0.5560694799263365,-0.835543647837625,-0.9407206531514145,2.9154370008561923,Plastique,Centre_Tri,"Déchets plastiques divers depuis le Centre de Tri. Poids estimé 29.2 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée.",0.0,2
-0.892103393465849,-0.8530820360116542,-0.5560694799263365,0.7531389054223083,-0.9407206531514145,0.5085537449652638,Papier,Centre_Tri,"Feuilles et cartons collectés au Centre de Tri. Masse totale 10.2 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",0.0,1
1.3689963247571928,1.4042092790578176,-0.5560694799263365,3.3963165183964787,1.0123129457939066,5.063237751608835,Verre,Usine_A,Lot de verre trié provenant de l'Usine A. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect très opaque. Matériau mélangé à d'autres déchets.,2.0,3
1.638530261699114,1.851721911974206,-0.5560694799263365,-1.2734126775851013,1.1520797772003903,5.630426760882488,Verre,Centre_Tri,Lot de verre trié depuis le Centre de Tri. Masse 187.7 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. Odeur inhabituelle signalée par l'agent.,0.0,3
0.8085010582114994,0.5412572523246831,-0.5560694799263365,-1.2650037038624702,0.6868073459696864,3.883769375412757,Plastique,Collecte_Citoyenne,"Déchet non catégorisé collecté via la collecte citoyenne. Poids 129.5 kg, volume 217.6 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",1.0,2
1.5921307774785416,1.669818873747265,-0.5560694799263365,-1.2719017374442516,0.6868073459696864,5.532786820678796,Plastique,Usine_B,"Matériau inconnu depuis l'Usine B. Poids 184.4 kg, volume 370.4 L. Propriétés mixtes. Orientation vers tri manuel.",3.0,2
-0.7044037297115279,-0.7478723933680044,-0.5560694799263365,-0.8952002095851745,-0.6152150533271944,2.333715799490093,Plastique,Collecte_Citoyenne,"Déchet plastique collecté lors d'une collecte citoyenne. Poids 23.3 kg, volume 43.1 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",1.0,2
-0.809540032485618,-1.0452812379055711,-0.5560694799263365,-0.6527101863514205,-0.6152150533271944,1.5962433549474169,Plastique,Centre_Tri,"Emballages plastiques récupérés au Centre de Tri. Masse 16.0 kg, volume 2.9 L. semi-rigide, non conducteur.",0.0,2
-0.8498772410060319,-1.0457759063322103,-0.5560694799263365,0.7531389054223083,-1.2662262529756347,12.074911260785505,Papier,Centre_Tri,"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 2.8 L, poids 13.1 kg. Texture souple, très opaque.",0.0,1
-0.7776557675458249,-0.9046919352585148,-0.24861872355706663,1.4383358255687249,-0.9407206531514145,0.9099468329488845,Papier,Centre_Tri,"Lot de papier récupéré depuis le Centre de Tri. Poids léger de 18.2 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",0.0,1
-0.8495834094062676,-0.8508930820903293,-0.5560694799263365,1.4141801941417294,-1.591731852799855,0.6576807151884493,Papier,Usine_B,"Lot de papier récupéré depuis l'Usine B. Poids léger de 13.2 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",3.0,1
-0.7906018600609597,-0.9557037612915436,-0.5560694799263365,0.7531389054223083,-1.591731852799855,0.8645420286971748,Papier,Usine_A,"Papier usagé en provenance de l'Usine A. Poids relevé : 17.3 kg. Faible rigidité, non conducteur. Étiquetage absent sur le conteneur.",2.0,1
1.2731137654054863,1.5702856294387724,-0.5560694799263365,-1.1329916161384055,1.3378185456181269,4.861468970792803,Verre,Collecte_Citoyenne,Lot de verre trié à l'emplacement non spécifié. Masse 162.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Odeur inhabituelle signalée par l'agent.,1.0,3
-0.7866858188874452,-0.8452407781828574,-0.5560694799263365,0.7531389054223083,-1.2662262529756347,0.8782764495440207,Papier,Usine_B,"Déchet de type papier identifié depuis l'Usine B. Volume estimé 29.9 L, poids 17.6 kg. Texture souple, très opaque.",3.0,1
1.7965520869210605,2.0010917242445854,-0.5560694799263365,-1.2768023181162933,1.3378185456181269,5.962957215147932,Verre,Centre_Tri,"Bris de verre ou contenants au centre de tri municipal. Masse 198.8 kg. Matériau dense, rigidité élevée, transparence partielle. État dégradé, recyclage partiel possible.",0.0,3
-0.8555018549512261,-1.2363360469071443,-0.5560694799263365,0.7531389054223083,-0.9407206531514145,0.6369234201877308,Papier,Usine_A,"Collecte de déchets papier à l'Usine A. Masse 12.7 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",2.0,1
-0.8707238144767506,-0.9189795679357591,-1.0282401095857483,0.7531389054223083,-1.591731852799855,0.583536647941519,Papier,Usine_B,"Papier usagé en provenance de l'Usine B. Poids relevé : 11.7 kg. Faible rigidité, non conducteur. Légère contamination observée.",3.0,1
