Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Source,Rapport_Collecte,Source_enc,Categorie_enc
-0.3678284731381623,-0.7244695284973449,-0.5134439990067315,-0.15146957370318612,-0.943207010387673,2.9154370008561923,Plastique,Centre_Tri,"Déchets plastiques divers depuis le Centre de Tri. Poids estimé 29.2 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée.",0.0,2
-0.5234850399065164,-0.8442882803235902,-0.5134439990067315,-0.019273213222402885,-0.943207010387673,0.5085537449652638,Papier,Centre_Tri,"Feuilles et cartons collectés au Centre de Tri. Masse totale 10.2 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",0.0,1
0.7770098827954894,1.4461651779707696,-0.5134439990067315,10.3298162574516,1.049818032524398,5.063237751608835,Verre,Usine_A,Lot de verre trié provenant de l'Usine A. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect très opaque. Matériau mélangé à d'autres déchets.,2.0,3
0.9320351183761318,1.900252273797039,-0.5134439990067315,-0.18790523039312101,-0.2788653294169826,5.630426760882488,Verre,Centre_Tri,Lot de verre trié depuis le Centre de Tri. Masse 187.7 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. Odeur inhabituelle signalée par l'agent.,0.0,3
0.45463522480648755,0.5705354173024163,-0.5134439990067315,-0.1872055086524691,0.7176471920390528,3.883769375412757,Plastique,Collecte_Citoyenne,"Déchet non catégorisé collecté via la collecte citoyenne. Poids 129.5 kg, volume 217.6 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",1.0,2
0.9053479744352764,1.7156768757526242,-0.5134439990067315,-0.18777950308081762,0.7176471920390528,5.532786820678796,Plastique,Usine_B,"Matériau inconnu depuis l'Usine B. Poids 184.4 kg, volume 370.4 L. Propriétés mixtes. Orientation vers tri manuel.",3.0,2
-0.4155276341636135,-0.7375329899318204,-0.5134439990067315,-0.15643367450837245,-0.6110361699023278,2.333715799490093,Plastique,Collecte_Citoyenne,"Déchet plastique collecté lors d'une collecte citoyenne. Poids 23.3 kg, volume 43.1 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",1.0,2
-0.4759978676731812,-1.039311104236679,-0.5134439990067315,-0.13625576139500428,-0.6110361699023278,1.5962433549474169,Plastique,Centre_Tri,"Emballages plastiques récupérés au Centre de Tri. Masse 16.0 kg, volume 2.9 L. semi-rigide, non conducteur.",0.0,2
-0.4991982309539287,-1.0398130398977703,-0.5134439990067315,-0.019273213222402885,-1.275377850873018,4.135356069871986,Papier,Centre_Tri,"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 2.8 L, poids 13.1 kg. Texture souple, très opaque.",0.0,1
-0.4576593024457823,-0.8966563869224308,-0.5134439990067315,-0.10484794288113704,-0.943207010387673,0.9099468329488845,Papier,Centre_Tri,"Lot de papier récupéré depuis le Centre de Tri. Poids léger de 18.2 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",0.0,1
